"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"2102","tshikapa","12/08/2000","tshikapa, congo","Staer Air","Kinshasa - Tshikapa","Antonov AN-26B",27,27,0,1,0,"The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.",2000,8,"Aug",NA,"Tshikapa",-6.41,20.77,"Congo (Kinshasa)","CD","COD","KasaÃ¯","",267462,1180581239
"2103","tuktoyaktuk","03/12/1993","tuktoyaktuk, nwt, canada","ArctiWings & Rotors","Tuktoyaktuk - Inuvik","Britten Norman BN-2A Trislander7",7,7,0,1,0,"Four minutes after taking the pilot reported he was having engine problems and was returning. The aircraft subsequently crashed onto a frozen lake, 7.7nm from the airfield in darkness.",1993,12,"Dec",NA,"Tuktoyaktuk",69.4548,-133.0492,"Canada","CA","CAN","Northwest Territories","",929,1124437778
"2104","tumut","16/12/1980","tumut,, australia","Eagle Airways","","Britten-Norman BN-2A Trislander",2,2,0,1,0,"Crashed in mountains while en route.",1980,12,"Dec",NA,"Tumut",-35.3096,148.22,"Australia","AU","AUS","New South Wales","",6526,1036777587
"2105","tunis","07/05/2002","tunis, tunisia","EgyptAir","Cairo - Tunis","Boeing B-737-566",62,14,48,0.23,0,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation.",2002,5,"May",NA,"Tunis",36.8028,10.1797,"Tunisia","TN","TUN","Tunis","primary",2412500,1788742103
"2106","tura","13/01/2005","tura,siberia, russia","Tura Air Enterprise","Vanavara - Tura","Antonov AN-2",9,9,0,1,0,"The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.",2005,1,"Jan",NA,"Tura",64.2833,100.25,"Russia","RU","RUS","Krasnoyarskiy Kray","",5444,1643809018
"2107","turin","01/01/1974","turin, italy","Itavia","Bologna - Torino","Fokker F-28 Fellowship 1000",42,38,4,0.9,0,"Crashed 2 miles short of the runway during an approach in fog and heavy rain.",1974,1,"Jan",NA,"Turin",45.0704,7.67,"Italy","IT","ITA","Piedmont","admin",1652000,1380244627
"2108","turin","15/04/1936","turin, italy","Avio Linee Italiane","Turin - Milan","OFM F-VIIb/3m",7,7,0,1,0,"Crashed on the slopes of Mount Basso, 20 miles from Turin.",1936,4,"Apr",NA,"Turin",45.0704,7.67,"Italy","IT","ITA","Piedmont","admin",1652000,1380244627
"2109","tver","11/11/1992","tver, russia","Military - Russian Air Force","Migalovo AB - Yerevan","Antonov AN-22A",33,33,0,1,0,"After climbing to a height of 800 ft. the plane dove into the ground. Improper loading and overloaded.",1992,11,"Nov",NA,"Tver",56.86,35.89,"Russia","RU","RUS","Tverskaya Oblastâ€™","admin",400212,1643456559
"2110","tver","17/12/1996","tver, russia","Military - Russian Air Force","St. Petersburg - Krasnodar","Antonov AN-12",18,18,0,1,0,"Crashed 8km from the airfield after taking in strong winds and heavy snow.",1996,12,"Dec",NA,"Tver",56.86,35.89,"Russia","RU","RUS","Tverskaya Oblastâ€™","admin",400212,1643456559
"2111","uberaba","11/12/2004","uberaba, brazil","NHR Tíçxi-Aí©reo","Sao Paulo - Uberaba","Embraer EMB-110 Bandeirante",2,2,0,1,1,"The crew was performing a mail flight under Total Linhas Aí©reas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",2004,12,"Dec",NA,"Uberaba",-19.78,-47.95,"Brazil","BR","BRA","Minas Gerais","",260843,1076230331
"2112","ukiah","21/01/1943","ukiah, california","Pan American World Airways","Hawaii - San Francisco","Martin M-130 (flying boat)",19,19,0,1,0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper.",1943,1,"Jan",NA,"Ukiah",39.1461,-123.2101,"United States","US","USA","California","",29352,1840021420
"2113","uniontown","07/04/1936","uniontown, pennsylvania","Trans Continental and Air","Newark - Los Angeles","Douglas DC-2-112",15,13,2,0.87,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.",1936,4,"Apr",NA,"Uniontown",39.8994,-79.7244,"United States","US","USA","Pennsylvania","",49241,1840000671
"2114","unionville","22/05/1962","unionville, missouri","Continental Airlines","Chicago - Kansas City, MO","Boeing B-707-124",45,45,0,1,0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot.",1962,5,"May",NA,"Unionville",35.0745,-80.52,"United States","US","USA","North Carolina","",6585,1840016457
"2115","urbana","09/03/1967","urbana, ohio","Trans World Airlines / Private","Pittsburgh - Dayton","MD Douglas DC-9-15 / Beechcraft Baron-55",26,26,0,1,0,"Midair collision. Twenty five killed on the DC-9, one on the Beechcraft. Failure of the DC-9 crew to see and avoid the Beechcraft. The DC-9 was traveling at almost 300 mph at low altitude in airspace occupied by numerous small planes. The contributing factor to the accident was the excessive speed of the DC-9.  ATC systems inadequate to separate controlled and uncontrolled traffic. After this accident, the FAA imposed a maximum speed of 250 knots below 10,000 ft. mean sea level.",1967,3,"Mar",NA,"Urbana",40.1106,-88.1972,"United States","US","USA","Illinois","",42014,1840010451
"2116","uruapan","09/11/1999","uruapan, mexico","TAESA","Uruapan - Mexico City","McDonnell Douglas DC-9-31",18,18,0,1,0,"The plane was on a flight from Tujuana to Mexico City, with stops at Guadalajara and Uruapan. After reaching Uruapan, seventy-eight passengers deplaned.One minute after taking from Uruapan, the crew declared an emergency without saying what was wrong. A few minutes later the plane went into a steep dive and crashed in a mountainous area 3.3 miles south of the airport. Some witnesses stated the plane was on fire before it hit the ground.",1999,11,"Nov",NA,"Uruapan",19.4204,-102.07,"Mexico","MX","MEX","MichoacÃ¡n de Ocampo","minor",264531,1484051478
"2117","uruapan","13/06/1994","uruapan, mexico","Aerolineas Cuahonte","Lazaro - Cardenas - Michoacan","Swearingen SA.226TC Metro II",9,9,0,1,0,"The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.",1994,6,"Jun",NA,"Uruapan",19.4204,-102.07,"Mexico","MX","MEX","MichoacÃ¡n de Ocampo","minor",264531,1484051478
"2118","uruapan","09/12/1992","uruapan, mexico","Aero Sudpacifico","Uruapan - Guadalajara","Britten-Norman BN-2B-27 Islander",9,9,0,1,0,"Crashed in the Sierra Madre mountains shortly after taking off.",1992,12,"Dec",NA,"Uruapan",19.4204,-102.07,"Mexico","MX","MEX","MichoacÃ¡n de Ocampo","minor",264531,1484051478
"2119","ushuaia","15/05/1984","ushuaia, argentina","Tierra del Fuego Province","","Gates Learjet 35A",12,12,0,1,0,"Crashed in poor weather. The pilot descended below minimum safe altitude. Flying VFR in IFR conditions.",1984,5,"May",NA,"Ushuaia",-54.79,-68.31,"Argentina","AR","ARG","Tierra del Fuego, AntÃ¡rtida e Islas del AtlÃ¡ntico Sur","admin",58028,1032847885
"2120","utica","04/09/1950","utica, new york","Robinson Airlines","Utica, NY - Newark, NJ","Douglas DC-3",23,16,7,0.7,0,"Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takecoupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller.",1950,9,"Sep",NA,"Utica",43.0961,-75.226,"United States","US","USA","New York","",114350,1840002746
"2121","uvira","12/09/1997","uvira, zaire","TMK Air Commuter","Buknavu - Uvira","de Havilland Canada DHC-6 Twin Otter 300",22,22,0,1,0,"The aircraft was destroyed when it flew into a hillside during an approach to Uvira.",1997,9,"Sep",NA,"Uvira",-3.37,29.14,"Congo (Kinshasa)","CD","COD","Sud-Kivu","",170391,1180205443
"2122","vail","01/09/1953","vail, washington","Regina Cargo Airlines","Monterey, CA - Tacoma, WA","Douglas DC-3",21,21,0,1,0,"Crashed 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",1953,9,"Sep",NA,"Vail",39.6386,-106.3608,"United States","US","USA","Colorado","",6017,1840022434
"2123","valdez","01/06/1972","valdez, alaska","Fairbanks Air - Air Taxi","Fairbanks, AK - Valdez, AK","Cessna U206C",2,2,0,1,0,"Flew into mountain pass in fog. Wing caught ground in turnaround. Continued VFR flight into adverse weather conditions.",1972,6,"Jun",NA,"Valdez",1.2671,-78.9855,"Ecuador","EC","ECU","Esmeraldas","",11441,1218064465
"2124","valdez","25/02/1985","valdez, alaska","Military - U.S. Air Force","","Boeing RC-135T",3,3,0,1,0,"Struck a mountain in poor weather.",1985,2,"Feb",NA,"Valdez",1.2671,-78.9855,"Ecuador","EC","ECU","Esmeraldas","",11441,1218064465
"2125","valdez","01/02/1975","valdez, alaska","Kenai Air Service - Air Taxi","Kenai, AK - Gulkana, AK","Piper PA-31",2,2,0,1,0,"Misjudged altitude. Flew into rising terrain. Not recovered due to avalanche danger.",1975,2,"Feb",NA,"Valdez",1.2671,-78.9855,"Ecuador","EC","ECU","Esmeraldas","",11441,1218064465
"2126","valdez","12/08/1971","valdez, alaska","Trans Alaska Helicopter - Air Taxi","Valdez, AK - Local","Sikorsky S-55B",2,2,0,1,0,"The helicopter crashed after the failure of the main rotor. Inadequate inspection and maintenance.",1971,8,"Aug",NA,"Valdez",1.2671,-78.9855,"Ecuador","EC","ECU","Esmeraldas","",11441,1218064465
"2127","valencia","05/10/1920","valencia, spain","Latecoere Airlines","","Breguet 14",2,2,0,1,0,"Crashed while landing.",1920,10,"Oct",NA,"Valencia",10.23,-67.98,"Venezuela","VE","VEN","Carabobo","admin",1770000,1862309871
"2128","valencia","10/10/2001","valencia, spain","Flightline","Barcelona - Oran, Algeria","Swearingen SA-226AT Merlin IV",10,10,0,1,0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water.",2001,10,"Oct",NA,"Valencia",10.23,-67.98,"Venezuela","VE","VEN","Carabobo","admin",1770000,1862309871
"2129","valera","15/12/1950","valera, venezuela","Avensa","Merida - Caracas","Douglas C-47-DL",31,31,0,1,0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed.",1950,12,"Dec",NA,"Valera",9.32,-70.62,"Venezuela","VE","VEN","Trujillo","",191167,1862735261
"2130","valladolid","01/09/1982","valladolid, ecuador","Aerolineas Condor","Zumba - Loja","de Havilland Canada DHC-4A Caribou",44,44,0,1,0,"Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.",1982,9,"Sep",NA,"Valladolid",20.6704,-88.2,"Mexico","MX","MEX","YucatÃ¡n","",48479,1484332013
"2131","valledupar","05/02/1972","valledupar, colombia","TAC Colombia","Bogota - Valledupar","Fairchild F-27",19,19,0,1,0,"Disappeared while en route. Wreckage found 3 days later.",1972,2,"Feb",NA,"Valledupar",10.48,-73.25,"Colombia","CO","COL","Cesar","admin",308237,1170481949
"2132","vallejo","07/12/1949","vallejo, california","Arrow Airlines","Burbank - Oakland - Sacramento","Douglas DC-3",9,9,0,1,0,"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flightplan.",1949,12,"Dec",NA,"Vallejo",38.1134,-122.2359,"United States","US","USA","California","",172697,1840021499
"2133","vallejo","25/10/1991","vallejo, california","Corporate Mobility Inc. - Private","Concord, CA - Novato, CA","Bell 206B helicopter",3,3,0,1,0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",1991,10,"Oct",NA,"Vallejo",38.1134,-122.2359,"United States","US","USA","California","",172697,1840021499
"2134","valley","12/06/1980","valley, nebraska","Air Wisconsin","Appleton, WI - Minneapolis, MN, - Lincoln, NE","Swearingen 226TC Metro II",15,13,2,0.87,0,"After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.",1980,6,"Jun",NA,"Valley",32.8088,-85.1771,"United States","US","USA","Alabama","",20441,1840015760
"2135","van","23/04/1959","van, turkey","Air Charter","Ankara, Turkey - Bahrain","Avro 688 Super Trader",12,12,0,1,0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.  Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled.",1959,4,"Apr",NA,"Van",38.4954,43.4,"Turkey","TR","TUR","Van","admin",371713,1792940471
"2136","van","29/12/1994","van, turkey","Turkish Airlines (THY)","Ankara - Van","Boeing B-737-4Y0",76,57,19,0.75,0,"The aircraft crashed into a hill the airport in driving snow after a fourth landing attempt.",1994,12,"Dec",NA,"Van",38.4954,43.4,"Turkey","TR","TUR","Van","admin",371713,1792940471
"2137","vancouver","07/02/1968","vancouver, canada","Canadian PacifiAir Lines","Honolulu - Vancouver","Boeing B-707-138B",61,1,60,0.02,1,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land.",1968,2,"Feb",NA,"Vancouver",49.2734,-123.1216,"Canada","CA","CAN","British Columbia","",2313328,1124825478
