"","City","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","Latitude","Longitude"
"755","sochi","24/08/1929","sochi, russia","Ukvozduchput","","Kalinin K-4",1,1,0,1,0,"",1929,8,"Aug",NA,35.897646,69.483287
"756","sochi","28/07/1962","sochi, russia","Aeroflot","","Antonov An-10A",81,81,0,1,0,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general.",1962,7,"Jul",NA,35.897646,69.483287
"757","sogamoso","14/08/1978","sogamoso, bolivia","Aeropeca","","Curtiss C-46",18,18,0,1,0,"The aircraft, flying VFR, collided with a mountain in deteriorating weather condtions after being blown course which went unnoticed because of lacking navigational equipment.",1978,8,"Aug",NA,5.714344,-72.933908
"758","solis","16/01/1928","solis, uruguay","Aeropostale","","Latecoere 25",2,2,0,1,0,"",1928,1,"Jan",NA,-34.297572,-59.324881
"759","solo","16/01/2002","solo, indonesia","Garuda Indonesia Airlines","Ampenan - Yogyakarta - Jakarta","Boeing B-737-3Q8",62,1,61,0.02,0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane.",2002,1,"Jan",NA,35.036928,66.65798
"760","solo","30/11/2004","solo, indonesia","Lion Air","Jakarta, Indonesia - Solo, Indonesia","McDonnell-Douglas MD-82",154,26,128,0.17,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",2004,11,"Nov",NA,35.036928,66.65798
"761","stepanakert","01/08/1990","stepanakert, azerbaijan, ussr","Aeroflot","Yerevan - Zvartnots","Yakovlev YAK-40",47,47,0,1,0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.",1990,8,"Aug",NA,39.817347,46.755668
"762","stepanakert","28/01/1992","stepanakert, azerbaijan","Military - Azerbaijan Air Force","Agdam - Shusha","Mil Mi-8 (helicopter)",47,47,0,1,0,"Exploded and crashed after being hit by a surface-to-air missile. Highest death toll in a commercial helicopter crash in aviation history.",1992,1,"Jan",NA,39.817347,46.755668
"763","tabatinga","12/06/1982","tabatinga, brazil","TABA","Eirunepe - Tabatinga","Fairchild-Hiller FH-227B-LCD",44,44,0,1,0,"The plane crashed into the tower during an approach in adverse weather conditions.",1982,6,"Jun",NA,-4.240833,-69.942222
"764","tainan","24/02/1969","tainan, taiwan","Far Air Transport","Kaohsiung - Taipei","Handley Page Dart Herald 201",36,36,0,1,0,"Crashed after experiencing an engine failure during takeoff. The plane passed over a wooded area and belly-landed in a small cleared and skidded into a creek.",1969,2,"Feb",NA,25.915801,115.699775
"765","talara","21/12/1973","talara, peru","TAM (Bolivia)","US - La Paz","Convair CV-440",9,6,3,0.67,0,"Crashed on approach.",1973,12,"Dec",NA,36.949792,-3.550722
"766","tambo","24/03/1927","tambo, qld, australia","Qantas","","de Havilland DH-9C",3,3,0,1,0,"Stalled at low altitiude on approach to land",1927,3,"Mar",NA,-11.022935,23.535163
"767","tamworth","09/03/1994","tamworth,  australia","Jetcraft","","Swearingen SA.226AT Merlin IV",1,1,0,1,0,"Crashed while attempting to land at Tamworth.",1994,3,"Mar",NA,-31.090481,150.929047
"768","tamworth","16/09/1995","tamworth, australia","Tamair","Training","Swearingen SA.227AC Metro III",3,2,1,0.67,0,"Struck a tree and crashed while attempting to land. The control inputs of the co-pilot; and the period the landing gear remained extended after the simulated engine failure.",1995,9,"Sep",NA,-31.090481,150.929047
"769","tarragona","22/01/1928","tarragona, spain","Aeropostale","","Breguet 14",2,2,0,1,0,"",1928,1,"Jan",NA,-34.183333,-62.55
"770","temora","14/07/1931","temora, australia","Australian Aerial Services","","Lasco Lascowl",2,2,0,1,0,"",1931,7,"Jul",NA,-34.448341,147.535583
"771","templeton","11/01/1979","templeton, massachusetts","Nash and Tampo - Air Taxi","Concord, MA - White Plains, NY","Piper PA-31",5,5,0,1,0,"Midair collision with a Aerostar 600. Pilots in command failed to see and avoid the other aircraft. No anti-collision lights.",1979,1,"Jan",NA,-18.433333,142.466667
"772","tenerife","07/12/1965","tenerife, canary islands","Spantax","Tenerife - Manchester, England","Douglas DC-3",32,32,0,1,0,"Crashed into high terrain shortly after takeoff. Cause undetermined. Mechanical failure suspected.",1965,12,"Dec",NA,8.666944,-76.109167
"773","tenerife","03/12/1972","tenerife,  canary islands","Spantax","Tenerife - Munchen","Convair CV-990-30A-5 Coronado",155,155,0,1,0,"Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility.",1972,12,"Dec",NA,8.666944,-76.109167
"774","tenerife","27/03/1977","tenerife, canary islands","Pan American World Airways / KLM","Tenerife - Las Palmas / Tenerife - Las Palmas","Boeing B-747-121 / Boeing B-747-206B",644,583,61,0.91,0,"Both aircraft were diverted to Tenerife because of a bombing at Las Palmas Airport. After an extended delay,  both planes were instructed to back track up the runway. The KLM plane reached its takepoint while the Pan Am plane was still on the runway. The Pan Am plane continued up the runway missing the taxiway turnout. There was heavy fog on the runway. The KLM plane began its takeroll without permission with the Pan Am plane still on the runway. The KLM plane hit the Pan Am plane just as it was taking off. Both planes burst into flames.  KLM 234 + 14 crew,  Pan Am 326 + 9 crew killed. All aboard the KLM plane were killed. The Pan Am aircraft was named Clipper Victor. The KLM aircraft was named Rhine River.",1977,3,"Mar",NA,8.666944,-76.109167
"775","tenerife","25/04/1980","tenerife, canary islands","Dan Air Services","Manchester - Tenerife","Boeing B-727-64",146,146,0,1,0,"The plane crashed into a mountain 5,500 ft. high at 300 mph during an approach to Tenerife. The pilot, while in a holding pattern, took the aircraft in an area of high ground not maintaining the correct altitude. Lack of communication between the pilot and co-pilot.",1980,4,"Apr",NA,8.666944,-76.109167
"776","texas","30/06/1945","texas","Military - U.S. Air Force","","Boeing TB-29A Super Fortress",12,12,0,1,0,"",1945,6,"Jun",NA,-28.853849,151.166962
"777","timor","23/01/1945","timor, indonesia","Military - Royal Australian Air Force","","Consolidated Liberator",11,11,0,1,0,"",1945,1,"Jan",NA,-7.064009,15.41658
"778","tisbury","22/10/1963","tisbury, england","British Aircraft Corporation","Test flight","BAC One-Eleven 200AB",7,7,0,1,0,"During a stalling test the aircraft entered a stable stalled condition from which recovery was not possible.",1963,10,"Oct",NA,51.063056,-2.083333
"779","toba","19/04/1983","toba, japan","Japan Air Self-Defence Force","","Kawasaki C-1 / Kawasaki C-1",14,14,0,1,0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne.",1983,4,"Apr",NA,-29.266049,-60.170344
"780","toledo","29/10/1960","toledo, ohio","ArctiPacific","Toledo - Kansas City, MO","Curtiss C-46F-1-CU",48,22,26,0.46,0,"Crashed after taking from Toledo Express Airfield, landing 5,800 ft. beyond the runway threshold. Sixteen members of the California State  PolytechniCollege,  San Luis Obispo football team killed. Premature lift-off, partial loss of power in the No.1 engine, overweight aircraft and weather conditions were the cause of the crash.",1960,10,"Oct",NA,-31.555738,-64.009466
"781","toledo","15/02/1992","toledo, ohio","ATI","Seattle - Toledo","McDonnell Douglas DC-8-63F",4,3,1,0.75,0,"After a missed approach by the copilot the captain took over but also executed a go-around.  He became spatially disoriented. When in a low nose and left bank attitude, control of the plane was transferred back to the first officer who began leveling the wings and raising the nose of the airplane. Impact with the ground occurred before the recovery was completed. The failure of the flight crew to properly recognize or recover in a timely manner from the unusual aircraft attitude that resulted from the captain's apparent spatial disorientation, resulting from physiological factors and/or a failed attitude director.",1992,2,"Feb",NA,-31.555738,-64.009466
"782","toledo","10/12/1946","toledo, washington","Military - U.S. Marine Corps","Miramar NAS, California - Sand Point NB, Seattle","Curtiss-Wright R5C-1",32,32,0,1,0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer.",1946,12,"Dec",NA,-31.555738,-64.009466
"783","toledo","26/06/1975","toledo, ohio","Hamilton Aviation","Detroit, MI - Peducah, KY","Beechcraft E18S",2,2,0,1,0,"Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutflush with bottom of oil tank. Improper maintenance.",1975,6,"Jun",NA,-31.555738,-64.009466
"784","tomas","27/04/1966","tomas, peru","LANSA","Lima - Cuzco","Lockheed 749A Constellation",49,49,0,1,0,"Crashed into 12,600 ft. Mt. Talsula. Pilot error. Incorrectly selected the route. Incorrectly calculated the climb performance of the aircraft in relation to its total weight of takeoff. Underestimated the elevation of peaks he had to clear along the route.",1966,4,"Apr",NA,-12.921389,13.941111
"785","toul","02/09/1928","toul, france","CIDNA","","Bleriot Spad 56",3,3,0,1,0,"",1928,9,"Sep",NA,48.674594,5.892905
"786","townsville","07/08/1943","townsville, australia","Military - U.S. Air Force","Townsville - Brisbane","Douglas C-47-DL",27,27,0,1,0,"Crashed into the ocean.",1943,8,"Aug",NA,-19.26639,146.805695
"787","trevelez","02/10/1964","trevelez, granada, spain","Union des Transportes Aeriens","Palma de Mallorca - Port Etienne","Douglas DC-6B",80,80,0,1,0,"About an hour and a half after departing Palma de Mallorca the airliner crashed into Mt. Alcazaba, 20 miles SSE of Granada. Cause unknown.",1964,10,"Oct",NA,37.000374,-3.265445
"788","trujillo","09/03/1955","trujillo, colombia","AVIANCA","Condoto - Cali","Douglas C-47A",8,8,0,1,0,"The cargo plane crashed with a gold and platinum shipment aboard. Wreckage found one month later.",1955,3,"Mar",NA,1.904167,-76.956608
"789","trujillo","31/12/1976","trujillo, peru","Faucett","Trujillo - Tarapoto","Douglas C-54A-1-DO",19,19,0,1,0,"Crashed in the foothills of the Andes shortly after taking from Trujillo.",1976,12,"Dec",NA,1.904167,-76.956608
"790","tumut","16/12/1980","tumut,, australia","Eagle Airways","","Britten-Norman BN-2A Trislander",2,2,0,1,0,"Crashed in mountains while en route.",1980,12,"Dec",NA,-35.300159,148.225052
"791","ushuaia","15/05/1984","ushuaia, argentina","Tierra del Fuego Province","","Gates Learjet 35A",12,12,0,1,0,"Crashed in poor weather. The pilot descended below minimum safe altitude. Flying VFR in IFR conditions.",1984,5,"May",NA,-54.8,-68.3
"792","utica","04/09/1950","utica, new york","Robinson Airlines","Utica, NY - Newark, NJ","Douglas DC-3",23,16,7,0.7,0,"Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takecoupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller.",1950,9,"Sep",NA,5.187271,-74.481047
"793","valdemeca","29/04/1959","valdemeca, spain","Iberia Airlines","Barcelona - Madrid","Douglas DC-3",28,28,0,1,0,"Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spain's European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route.",1959,4,"Apr",NA,40.223666,-1.743577
"794","valladolid","01/09/1982","valladolid, ecuador","Aerolineas Condor","Zumba - Loja","de Havilland Canada DHC-4A Caribou",44,44,0,1,0,"Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.",1982,9,"Sep",NA,5.133611,-75.949167
"795","valledupar","05/02/1972","valledupar, colombia","TAC Colombia","Bogota - Valledupar","Fairchild F-27",19,19,0,1,0,"Disappeared while en route. Wreckage found 3 days later.",1972,2,"Feb",NA,10.46314,-73.253224
"796","varadero","13/05/1980","varadero, cuba","Cubana de Aviacion","Training","Ilyushin IL-14",3,3,0,1,0,"Crashed into the sea.",1980,5,"May",NA,0.527543,-74.208841
"797","varese","26/06/1959","varese, lombardia, 20 miles nw of milan, italy","Trans World Airlines","Milan - Paris","Lockheed 1649A Starliner",68,68,0,1,0,"While flying from Athens to Chicago, the No. 6 and 7 fuel tanks in the right wing exploded during a storm.  Ignition of gasoline vapors emanating from fuel tank vent pipes by statidischarge after the airliner was hit by lightning.",1959,6,"Jun",NA,59.0652778,24.3113889
